VOR_Picker,VOR_Lines,Date
209,6,11/29/2006
475,50,11/29/2006
469,57,11/29/2006
282,85,11/29/2006
515,25,11/29/2006
51,12,11/29/2006
203,59,11/29/2006
493,52,11/29/2006
116,31,11/30/2006
262,32,11/30/2006
493,50,11/30/2006
116,12,11/30/2006
415,31,11/30/2006
437,85,11/30/2006
493,36,11/30/2006
437,31,11/30/2006
116,27,11/30/2006
515,29,11/30/2006
262,60,11/30/2006
415,27,11/30/2006
9001,26,11/30/2006
409,25,11/30/2006
437,30,11/30/2006
469,26,11/30/2006
262,50,11/30/2006
415,41,11/30/2006
475,30,11/30/2006
469,28,11/30/2006
475,28,11/30/2006
415,28,11/30/2006
469,90,11/30/2006
493,26,11/30/2006
437,31,11/30/2006
282,78,11/30/2006
475,7,11/30/2006
116,77,11/30/2006
116,19,11/30/2006
282,22,11/30/2006
116,16,11/30/2006
116,35,11/30/2006
262,41,11/30/2006
515,29,11/30/2006
415,24,11/30/2006
493,42,11/30/2006
469,20,11/30/2006
116,3,11/30/2006
475,59,11/30/2006
209,4,11/30/2006
493,31,11/30/2006
282,49,11/30/2006
437,33,11/30/2006
469,25,11/30/2006
493,51,11/30/2006
282,48,11/30/2006
116,1,11/30/2006
437,37,11/30/2006
262,54,11/30/2006
415,42,11/30/2006
116,6,11/30/2006
116,4,11/30/2006
493,51,11/30/2006
437,26,11/30/2006
415,41,11/30/2006
51,13,11/30/2006
116,19,12/1/2006
116,15,12/1/2006
475,45,12/1/2006
415,15,12/1/2006
262,46,12/1/2006
493,36,12/1/2006
209,1,12/1/2006
515,31,12/1/2006
469,8,12/1/2006
469,4,12/1/2006
475,50,12/1/2006
9001,23,12/1/2006
262,25,12/1/2006
469,25,12/1/2006
515,25,12/1/2006
493,25,12/1/2006
415,51,12/1/2006
515,27,12/1/2006
469,16,12/1/2006
469,7,12/1/2006
493,51,12/1/2006
262,50,12/1/2006
415,52,12/1/2006
515,25,12/1/2006
437,47,12/1/2006
515,11,12/1/2006
493,32,12/1/2006
116,20,12/1/2006
116,24,12/1/2006
409,22,12/1/2006
116,12,12/1/2006
116,13,12/1/2006
262,60,12/1/2006
415,60,12/1/2006
493,63,12/1/2006
116,19,12/1/2006
116,2,12/1/2006
116,4,12/1/2006
282,49,12/1/2006
415,11,12/1/2006
493,37,12/1/2006
515,5,12/1/2006
515,14,12/1/2006
116,9,12/1/2006
282,75,12/1/2006
116,3,12/1/2006
437,44,12/1/2006
475,38,12/1/2006
116,15,12/1/2006
116,1,12/1/2006
469,50,12/1/2006
282,50,12/1/2006
475,50,12/1/2006
209,3,12/1/2006
415,25,12/1/2006
116,5,12/1/2006
116,5,12/1/2006
262,41,12/1/2006
515,50,12/1/2006
282,2,12/1/2006
282,20,12/1/2006
493,15,12/1/2006
116,26,12/4/2006
116,12,12/4/2006
116,24,12/4/2006
116,9,12/4/2006
282,24,12/4/2006
116,23,12/4/2006
116,2,12/4/2006
437,17,12/4/2006
9001,25,12/4/2006
515,37,12/4/2006
475,50,12/4/2006
116,13,12/4/2006
469,25,12/4/2006
437,26,12/4/2006
268,1,12/4/2006
140,50,12/4/2006
415,50,12/4/2006
116,16,12/4/2006
469,83,12/4/2006
282,78,12/4/2006
437,26,12/4/2006
515,52,12/4/2006
209,16,12/4/2006
475,58,12/4/2006
262,51,12/4/2006
116,8,12/4/2006
116,25,12/4/2006
475,50,12/4/2006
493,50,12/4/2006
415,56,12/4/2006
282,61,12/4/2006
9002,40,12/4/2006
262,25,12/4/2006
437,24,12/4/2006
415,47,12/4/2006
415,34,12/4/2006
493,23,12/4/2006
268,24,12/4/2006
415,42,12/4/2006
262,42,12/4/2006
493,28,12/4/2006
262,52,12/4/2006
282,51,12/4/2006
415,51,12/4/2006
493,33,12/4/2006
515,41,12/4/2006
475,11,12/4/2006
203,25,12/4/2006
493,56,12/4/2006
415,61,12/4/2006
282,75,12/4/2006
437,52,12/4/2006
515,51,12/4/2006
469,50,12/4/2006
475,52,12/4/2006
262,52,12/4/2006
493,50,12/4/2006
268,17,12/4/2006
116,32,12/5/2006
116,27,12/5/2006
415,43,12/5/2006
493,26,12/5/2006
8999,28,12/5/2006
262,22,12/5/2006
475,63,12/5/2006
469,50,12/5/2006
515,51,12/5/2006
493,32,12/5/2006
469,54,12/5/2006
262,52,12/5/2006
415,43,12/5/2006
185,42,12/5/2006
493,53,12/5/2006
282,78,12/5/2006
515,59,12/5/2006
437,58,12/5/2006
415,52,12/5/2006
9002,30,12/5/2006
8999,25,12/5/2006
262,19,12/5/2006
282,60,12/5/2006
203,50,12/5/2006
en,2,12/5/2006
116,35,12/5/2006
116,50,12/5/2006
116,42,12/5/2006
268,32,12/5/2006
437,74,12/5/2006
282,75,12/5/2006
116,1,12/5/2006
116,34,12/5/2006
8999,38,12/5/2006
116,3,12/5/2006
515,28,12/5/2006
140,25,12/5/2006
475,52,12/5/2006
9002,25,12/5/2006
469,50,12/5/2006
209,12,12/5/2006
116,4,12/5/2006
116,1,12/5/2006
515,51,12/5/2006
493,53,12/5/2006
262,32,12/5/2006
116,2,12/5/2006
469,79,12/5/2006
268,11,12/5/2006
475,64,12/5/2006
415,53,12/5/2006
437,32,12/5/2006
8999,26,12/5/2006
282,59,12/5/2006
209,3,12/5/2006
515,29,12/5/2006
262,27,12/5/2006
116,17,12/6/2006
262,30,12/6/2006
282,18,12/6/2006
116,27,12/6/2006
452,28,12/6/2006
262,28,12/6/2006
469,59,12/6/2006
268,3,12/6/2006
116,4,12/6/2006
262,31,12/6/2006
116,1,12/6/2006
116,8,12/6/2006
475,57,12/6/2006
445,36,12/6/2006
268,1,12/6/2006
469,26,12/6/2006
9002,28,12/6/2006
268,15,12/6/2006
515,53,12/6/2006
493,44,12/6/2006
262,25,12/6/2006
116,1,12/6/2006
116,1,12/6/2006
445,52,12/6/2006
262,50,12/6/2006
475,57,12/6/2006
116,12,12/6/2006
493,61,12/6/2006
469,50,12/6/2006
515,50,12/6/2006
209,12,12/6/2006
116,16,12/6/2006
116,8,12/6/2006
452,26,12/6/2006
140,26,12/6/2006
493,48,12/6/2006
468,29,12/6/2006
140,25,12/6/2006
475,47,12/6/2006
282,84,12/6/2006
469,51,12/6/2006
493,13,12/6/2006
515,48,12/6/2006
445,17,12/6/2006
452,51,12/6/2006
409,20,12/6/2006
515,29,12/6/2006
282,25,12/6/2006
262,39,12/6/2006
282,26,12/6/2006
469,30,12/6/2006
282,56,12/6/2006
430,25,12/6/2006
475,26,12/6/2006
452,30,12/6/2006
469,45,12/6/2006
515,55,12/6/2006
493,36,12/6/2006
282,72,12/6/2006
268,12,12/6/2006
475,26,12/6/2006
262,26,12/6/2006
282,27,12/6/2006
475,47,12/7/2006
116,31,12/7/2006
116,39,12/7/2006
493,36,12/7/2006
515,29,12/7/2006
452,25,12/7/2006
8999,33,12/7/2006
140,25,12/7/2006
262,26,12/7/2006
282,61,12/7/2006
515,25,12/7/2006
140,27,12/7/2006
452,34,12/7/2006
437,28,12/7/2006
282,51,12/7/2006
140,26,12/7/2006
203,59,12/7/2006
445,48,12/7/2006
515,27,12/7/2006
493,57,12/7/2006
8999,25,12/7/2006
469,54,12/7/2006
475,25,12/7/2006
282,28,12/7/2006
140,16,12/7/2006
515,52,12/7/2006
219,1,12/7/2006
116,12,12/7/2006
282,29,12/7/2006
116,16,12/7/2006
268,43,12/7/2006
475,76,12/7/2006
452,28,12/7/2006
493,76,12/7/2006
116,4,12/7/2006
8999,41,12/7/2006
493,56,12/7/2006
437,25,12/7/2006
452,27,12/7/2006
430,79,12/7/2006
140,28,12/7/2006
469,25,12/7/2006
445,58,12/7/2006
8999,28,12/7/2006
475,60,12/7/2006
493,53,12/7/2006
469,29,12/7/2006
262,28,12/7/2006
116,1,12/7/2006
116,61,12/7/2006
430,26,12/7/2006
116,5,12/7/2006
116,2,12/7/2006
437,51,12/7/2006
262,54,12/7/2006
116,6,12/7/2006
116,3,12/7/2006
282,89,12/7/2006
475,53,12/7/2006
452,25,12/7/2006
493,26,12/7/2006
493,26,12/7/2006
469,21,12/7/2006
282,25,12/8/2006
116,10,12/8/2006
116,12,12/8/2006
469,24,12/8/2006
439,47,12/8/2006
475,58,12/8/2006
445,25,12/8/2006
452,30,12/8/2006
493,44,12/8/2006
268,12,12/8/2006
415,50,12/8/2006
445,16,12/8/2006
445,7,12/8/2006
415,31,12/8/2006
445,23,12/8/2006
493,53,12/8/2006
452,22,12/8/2006
430,14,12/8/2006
262,10,12/8/2006
469,23,12/8/2006
515,25,12/8/2006
452,24,12/8/2006
515,32,12/8/2006
415,27,12/8/2006
493,62,12/8/2006
415,27,12/8/2006
282,27,12/8/2006
452,27,12/8/2006
262,27,12/8/2006
515,26,12/8/2006
437,26,12/8/2006
437,21,12/8/2006
282,71,12/8/2006
268,5,12/8/2006
415,49,12/8/2006
515,15,12/8/2006
475,38,12/8/2006
116,1,12/8/2006
116,20,12/8/2006
116,34,12/8/2006
140,20,12/8/2006
268,5,12/8/2006
116,1,12/8/2006
140,10,12/8/2006
430,30,12/8/2006
515,18,12/8/2006
268,1,12/8/2006
493,41,12/8/2006
116,1,12/8/2006
475,25,12/8/2006
282,35,12/8/2006
209,4,12/8/2006
469,25,12/8/2006
437,29,12/8/2006
515,29,12/8/2006
140,6,12/8/2006
140,2,12/8/2006
475,54,12/8/2006
116,1,12/8/2006
493,51,12/8/2006
262,17,12/8/2006
209,11,12/8/2006
515,51,12/8/2006
282,7,12/8/2006
282,13,12/8/2006
493,27,12/11/2006
415,24,12/11/2006
452,33,12/11/2006
268,1,12/11/2006
116,3,12/11/2006
493,52,12/11/2006
268,21,12/11/2006
452,23,12/11/2006
515,47,12/11/2006
469,49,12/11/2006
415,25,12/11/2006
409,26,12/11/2006
475,52,12/11/2006
452,26,12/11/2006
469,25,12/11/2006
430,24,12/11/2006
437,54,12/11/2006
282,27,12/11/2006
515,26,12/11/2006
282,51,12/11/2006
493,52,12/11/2006
469,55,12/11/2006
140,55,12/11/2006
452,25,12/11/2006
415,60,12/11/2006
282,55,12/11/2006
475,51,12/11/2006
268,13,12/11/2006
262,53,12/11/2006
140,28,12/11/2006
493,53,12/11/2006
415,31,12/11/2006
140,25,12/11/2006
282,50,12/11/2006
475,50,12/11/2006
515,8,12/11/2006
140,39,12/11/2006
515,4,12/11/2006
493,25,12/11/2006
493,16,12/11/2006
262,25,12/11/2006
140,25,12/11/2006
209,2,12/11/2006
t,1,12/11/2006
116,7,12/11/2006
116,27,12/11/2006
116,11,12/11/2006
268,8,12/11/2006
116,1,12/11/2006
140,25,12/11/2006
515,27,12/11/2006
116,3,12/11/2006
493,74,12/11/2006
409,28,12/11/2006
437,27,12/11/2006
282,36,12/11/2006
116,1,12/11/2006
409,31,12/11/2006
268,29,12/11/2006
415,25,12/11/2006
515,26,12/11/2006
515,70,12/11/2006
116,2,12/11/2006
268,8,12/11/2006
437,52,12/11/2006
469,80,12/11/2006
116,4,12/11/2006
116,12,12/11/2006
209,2,12/11/2006
282,22,12/12/2006
415,23,12/12/2006
493,27,12/12/2006
452,29,12/12/2006
116,46,12/12/2006
116,27,12/12/2006
493,29,12/12/2006
437,89,12/12/2006
415,27,12/12/2006
515,25,12/12/2006
415,26,12/12/2006
493,62,12/12/2006
437,52,12/12/2006
140,23,12/12/2006
469,48,12/12/2006
452,50,12/12/2006
282,25,12/12/2006
415,44,12/12/2006
515,53,12/12/2006
493,63,12/12/2006
430,51,12/12/2006
437,28,12/12/2006
282,50,12/12/2006
475,51,12/12/2006
140,53,12/12/2006
415,60,12/12/2006
437,53,12/12/2006
515,49,12/12/2006
262,52,12/12/2006
282,55,12/12/2006
493,53,12/12/2006
452,27,12/12/2006
209,1,12/12/2006
116,14,12/12/2006
116,30,12/12/2006
268,46,12/12/2006
116,1,12/12/2006
140,41,12/12/2006
452,30,12/12/2006
515,90,12/12/2006
475,80,12/12/2006
493,51,12/12/2006
116,43,12/12/2006
469,51,12/12/2006
469,85,12/12/2006
116,1,12/12/2006
475,53,12/12/2006
140,41,12/12/2006
415,51,12/12/2006
437,43,12/12/2006
452,28,12/12/2006
515,8,12/12/2006
515,25,12/12/2006
209,15,12/12/2006
209,1,12/12/2006
262,28,12/13/2006
469,30,12/13/2006
475,30,12/13/2006
437,30,12/13/2006
116,45,12/13/2006
493,25,12/13/2006
415,31,12/13/2006
452,26,12/13/2006
469,40,12/13/2006
437,38,12/13/2006
437,35,12/13/2006
209,3,12/13/2006
209,2,12/13/2006
430,44,12/13/2006
209,5,12/13/2006
140,48,12/13/2006
437,49,12/13/2006
282,72,12/13/2006
469,50,12/13/2006
515,47,12/13/2006
262,15,12/13/2006
515,56,12/13/2006
437,53,12/13/2006
452,43,12/13/2006
140,53,12/13/2006
493,53,12/13/2006
209,92,12/13/2006
262,22,12/13/2006
515,57,12/13/2006
262,51,12/13/2006
219,1,12/13/2006
219,8,12/13/2006
203,25,12/13/2006
515,10,12/13/2006
262,25,12/13/2006
116,10,12/13/2006
116,1,12/13/2006
282,26,12/13/2006
282,27,12/13/2006
116,55,12/13/2006
493,52,12/13/2006
452,26,12/13/2006
515,50,12/13/2006
116,3,12/13/2006
140,23,12/13/2006
452,31,12/13/2006
493,71,12/13/2006
116,3,12/13/2006
262,27,12/13/2006
452,16,12/13/2006
469,52,12/13/2006
493,13,12/13/2006
282,41,12/13/2006
282,26,12/13/2006
116,3,12/13/2006
203,25,12/13/2006
140,53,12/13/2006
116,2,12/13/2006
469,58,12/13/2006
437,28,12/13/2006
493,80,12/13/2006
452,25,12/13/2006
282,57,12/13/2006
282,26,12/13/2006
437,31,12/13/2006
116,15,12/14/2006
282,24,12/14/2006
116,8,12/14/2006
268,37,12/14/2006
493,47,12/14/2006
452,15,12/14/2006
209,1,12/14/2006
116,1,12/14/2006
452,27,12/14/2006
493,25,12/14/2006
469,21,12/14/2006
437,27,12/14/2006
493,20,12/14/2006
116,4,12/14/2006
452,25,12/14/2006
437,35,12/14/2006
493,53,12/14/2006
515,56,12/14/2006
282,63,12/14/2006
262,25,12/14/2006
452,24,12/14/2006
437,52,12/14/2006
116,1,12/14/2006
282,81,12/14/2006
116,1,12/14/2006
493,66,12/14/2006
209,15,12/14/2006
268,17,12/14/2006
437,52,12/14/2006
469,55,12/14/2006
262,55,12/14/2006
262,23,12/14/2006
116,25,12/14/2006
437,51,12/14/2006
469,56,12/14/2006
452,26,12/14/2006
493,51,12/14/2006
437,25,12/14/2006
515,57,12/14/2006
140,25,12/14/2006
140,27,12/14/2006
140,30,12/14/2006
268,8,12/14/2006
469,17,12/14/2006
469,25,12/14/2006
468,1,12/14/2006
140,25,12/14/2006
203,30,12/14/2006
493,52,12/14/2006
262,48,12/14/2006
469,57,12/14/2006
140,13,12/14/2006
452,38,12/14/2006
469,30,12/14/2006
140,26,12/14/2006
116,31,12/15/2006
268,6,12/15/2006
116,1,12/15/2006
209,34,12/15/2006
116,4,12/15/2006
9002,10,12/15/2006
268,4,12/15/2006
268,1,12/15/2006
475,31,12/15/2006
116,6,12/15/2006
282,17,12/15/2006
209,2,12/15/2006
437,30,12/15/2006
282,52,12/15/2006
475,25,12/15/2006
116,8,12/15/2006
116,2,12/15/2006
469,31,12/15/2006
116,10,12/15/2006
282,26,12/15/2006
475,25,12/15/2006
282,21,12/15/2006
469,65,12/15/2006
475,60,12/15/2006
493,55,12/15/2006
437,58,12/15/2006
452,26,12/15/2006
116,3,12/15/2006
9002,24,12/15/2006
493,31,12/15/2006
475,8,12/15/2006
452,12,12/15/2006
116,148,12/15/2006
475,33,12/15/2006
469,27,12/15/2006
469,50,12/15/2006
9002,25,12/15/2006
262,28,12/15/2006
475,16,12/15/2006
409,50,12/15/2006
452,36,12/15/2006
116,1,12/15/2006
262,25,12/15/2006
268,12,12/15/2006
140,21,12/15/2006
140,25,12/15/2006
9002,25,12/15/2006
268,1,12/15/2006
409,25,12/15/2006
475,47,12/15/2006
262,50,12/15/2006
140,26,12/15/2006
282,73,12/15/2006
437,77,12/15/2006
452,23,12/15/2006
9002,24,12/15/2006
140,12,12/15/2006
140,4,12/15/2006
437,22,12/18/2006
469,26,12/18/2006
116,23,12/18/2006
116,8,12/18/2006
493,45,12/18/2006
452,32,12/18/2006
452,30,12/18/2006
268,55,12/18/2006
282,60,12/18/2006
262,30,12/18/2006
437,28,12/18/2006
493,55,12/18/2006
140,22,12/18/2006
106,8,12/18/2006
493,27,12/18/2006
493,23,12/18/2006
409,34,12/18/2006
140,38,12/18/2006
262,20,12/18/2006
469,46,12/18/2006
430,25,12/18/2006
282,26,12/18/2006
493,50,12/18/2006
282,55,12/18/2006
475,58,12/18/2006
140,26,12/18/2006
452,27,12/18/2006
262,53,12/18/2006
437,52,12/18/2006
469,56,12/18/2006
140,36,12/18/2006
493,52,12/18/2006
268,7,12/18/2006
452,29,12/18/2006
475,48,12/18/2006
262,26,12/18/2006
262,50,12/18/2006
116,15,12/18/2006
116,21,12/18/2006
116,33,12/18/2006
116,10,12/18/2006
116,1,12/18/2006
437,25,12/18/2006
452,15,12/18/2006
452,24,12/18/2006
437,30,12/18/2006
513,27,12/18/2006
203,53,12/18/2006
282,53,12/18/2006
116,25,12/18/2006
493,25,12/18/2006
203,50,12/18/2006
469,52,12/18/2006
437,51,12/18/2006
282,25,12/18/2006
493,50,12/18/2006
493,1,12/18/2006
452,13,12/18/2006
209,10,12/18/2006
116,52,12/19/2006
116,17,12/19/2006
469,55,12/19/2006
437,60,12/19/2006
452,32,12/19/2006
493,60,12/19/2006
468,25,12/19/2006
513,23,12/19/2006
493,27,12/19/2006
209,2,12/19/2006
209,10,12/19/2006
452,27,12/19/2006
513,33,12/19/2006
499,26,12/19/2006
493,61,12/19/2006
452,24,12/19/2006
262,49,12/19/2006
282,69,12/19/2006
409,30,12/19/2006
209,3,12/19/2006
437,54,12/19/2006
116,2,12/19/2006
116,2,12/19/2006
409,23,12/19/2006
493,50,12/19/2006
452,26,12/19/2006
140,50,12/19/2006
203,52,12/19/2006
262,25,12/19/2006
282,25,12/19/2006
282,36,12/19/2006
493,46,12/19/2006
209,2,12/19/2006
262,50,12/19/2006
268,1,12/19/2006
116,1,12/19/2006
469,83,12/19/2006
116,10,12/19/2006
79,24,12/19/2006
282,22,12/19/2006
116,30,12/19/2006
116,23,12/19/2006
437,57,12/19/2006
513,28,12/19/2006
469,34,12/19/2006
475,69,12/19/2006
573,27,12/19/2006
469,49,12/19/2006
452,25,12/19/2006
437,93,12/19/2006
475,50,12/19/2006
493,43,12/19/2006
282,64,12/19/2006
140,25,12/19/2006
209,12,12/19/2006
452,18,12/19/2006
262,19,12/19/2006
513,31,12/20/2006
262,23,12/20/2006
493,21,12/20/2006
437,51,12/20/2006
452,27,12/20/2006
116,58,12/20/2006
282,82,12/20/2006
493,61,12/20/2006
493,50,12/20/2006
513,28,12/20/2006
282,1,12/20/2006
452,1,12/20/2006
513,26,12/20/2006
499,25,12/20/2006
140,48,12/20/2006
469,50,12/20/2006
452,26,12/20/2006
282,58,12/20/2006
437,26,12/20/2006
493,23,12/20/2006
209,3,12/20/2006
116,67,12/20/2006
262,62,12/20/2006
437,12,12/20/2006
493,25,12/20/2006
513,25,12/20/2006
475,26,12/20/2006
469,55,12/20/2006
437,27,12/20/2006
282,82,12/20/2006
475,53,12/20/2006
493,52,12/20/2006
452,28,12/20/2006
437,25,12/20/2006
469,85,12/20/2006
262,71,12/20/2006
452,26,12/20/2006
116,20,12/20/2006
116,4,12/20/2006
116,19,12/20/2006
268,15,12/20/2006
209,1,12/20/2006
437,75,12/20/2006
116,10,12/20/2006
513,25,12/20/2006
493,31,12/20/2006
140,22,12/20/2006
262,37,12/20/2006
409,25,12/20/2006
513,27,12/20/2006
475,42,12/20/2006
116,25,12/20/2006
513,28,12/20/2006
116,7,12/20/2006
437,68,12/20/2006
203,51,12/20/2006
493,50,12/20/2006
475,26,12/20/2006
206,10,12/20/2006
116,35,12/21/2006
475,49,12/21/2006
469,49,12/21/2006
282,35,12/21/2006
493,54,12/21/2006
452,30,12/21/2006
116,38,12/21/2006
140,27,12/21/2006
469,40,12/21/2006
475,24,12/21/2006
409,29,12/21/2006
140,25,12/21/2006
262,28,12/21/2006
262,38,12/21/2006
282,56,12/21/2006
452,27,12/21/2006
409,25,12/21/2006
475,28,12/21/2006
269,32,12/21/2006
452,25,12/21/2006
475,25,12/21/2006
409,25,12/21/2006
282,88,12/21/2006
140,25,12/21/2006
493,49,12/21/2006
475,62,12/21/2006
469,75,12/21/2006
262,26,12/21/2006
452,24,12/21/2006
262,31,12/21/2006
116,19,12/21/2006
116,3,12/21/2006
268,29,12/21/2006
452,26,12/21/2006
493,49,12/21/2006
116,14,12/21/2006
268,4,12/21/2006
452,28,12/21/2006
262,25,12/21/2006
493,25,12/21/2006
140,25,12/21/2006
116,1,12/21/2006
437,89,12/21/2006
469,51,12/21/2006
493,50,12/21/2006
140,31,12/21/2006
493,25,12/21/2006
437,28,12/21/2006
116,5,12/21/2006
116,2,12/21/2006
493,45,12/21/2006
437,51,12/21/2006
262,16,12/21/2006
209,7,12/21/2006
493,23,12/22/2006
493,33,12/22/2006
209,2,12/22/2006
493,159,12/22/2006
268,11,12/22/2006
268,24,12/22/2006
116,1,12/22/2006
262,18,12/22/2006
469,10,12/22/2006
475,13,12/22/2006
469,6,12/22/2006
116,7,12/22/2006
282,25,12/22/2006
437,31,12/22/2006
282,12,12/22/2006
262,16,12/22/2006
493,17,12/22/2006
209,6,12/22/2006
282,4,12/22/2006
282,1,12/22/2006
116,48,12/26/2006
116,47,12/26/2006
262,44,12/26/2006
437,51,12/26/2006
469,46,12/26/2006
475,47,12/26/2006
513,39,12/26/2006
493,45,12/26/2006
452,38,12/26/2006
209,155,12/26/2006
452,29,12/26/2006
140,22,12/26/2006
493,35,12/26/2006
237,16,12/26/2006
469,50,12/26/2006
262,50,12/26/2006
452,35,12/26/2006
493,34,12/26/2006
140,26,12/26/2006
469,33,12/26/2006
437,53,12/26/2006
262,55,12/26/2006
140,27,12/26/2006
116,7,12/26/2006
268,32,12/26/2006
262,55,12/26/2006
437,56,12/26/2006
268,2,12/26/2006
493,29,12/26/2006
262,19,12/26/2006
116,1,12/26/2006
437,62,12/26/2006
140,26,12/26/2006
475,52,12/26/2006
493,50,12/26/2006
116,4,12/26/2006
452,33,12/26/2006
475,75,12/26/2006
116,3,12/26/2006
469,27,12/26/2006
469,36,12/26/2006
140,28,12/26/2006
493,62,12/26/2006
209,17,12/26/2006
452,28,12/26/2006
430,19,12/27/2006
116,16,12/27/2006
116,29,12/27/2006
437,43,12/27/2006
209,8,12/27/2006
430,23,12/27/2006
452,51,12/27/2006
493,29,12/27/2006
513,45,12/27/2006
116,3,12/27/2006
437,56,12/27/2006
452,60,12/27/2006
475,65,12/27/2006
209,9,12/27/2006
209,1,12/27/2006
209,1,12/27/2006
493,67,12/27/2006
513,62,12/27/2006
116,164,12/27/2006
116,11,12/27/2006
469,18,12/27/2006
262,42,12/27/2006
475,42,12/27/2006
513,28,12/27/2006
452,32,12/27/2006
493,60,12/27/2006
116,2,12/27/2006
513,20,12/27/2006
268,11,12/27/2006
452,29,12/27/2006
493,53,12/27/2006
268,2,12/27/2006
469,57,12/27/2006
452,38,12/27/2006
475,29,12/27/2006
262,25,12/27/2006
430,8,12/27/2006
513,25,12/27/2006
409,25,12/27/2006
140,64,12/27/2006
437,52,12/27/2006
469,55,12/27/2006
475,47,12/27/2006
262,90,12/27/2006
493,49,12/27/2006
140,56,12/27/2006
445,52,12/27/2006
469,52,12/27/2006
262,30,12/27/2006
110,8,12/27/2006
116,12,12/28/2006
116,19,12/28/2006
513,27,12/28/2006
437,76,12/28/2006
116,5,12/28/2006
513,3,12/28/2006
209,9,12/28/2006
493,25,12/28/2006
493,25,12/28/2006
493,41,12/28/2006
116,2,12/28/2006
262,53,12/28/2006
475,51,12/28/2006
140,31,12/28/2006
437,8,12/28/2006
437,23,12/28/2006
475,55,12/28/2006
262,4,12/28/2006
262,10,12/28/2006
116,15,12/28/2006
116,12,12/28/2006
437,22,12/28/2006
262,35,12/28/2006
475,35,12/28/2006
469,30,12/28/2006
452,36,12/28/2006
493,46,12/28/2006
493,30,12/28/2006
268,13,12/28/2006
140,27,12/28/2006
452,7,12/28/2006
140,12,12/28/2006
513,26,12/28/2006
452,23,12/28/2006
409,39,12/28/2006
437,26,12/28/2006
475,27,12/28/2006
140,24,12/28/2006
513,25,12/28/2006
469,27,12/28/2006
262,27,12/28/2006
407,17,12/28/2006
140,50,12/28/2006
452,49,12/28/2006
513,52,12/28/2006
475,55,12/28/2006
469,30,12/28/2006
268,1,12/28/2006
493,40,12/28/2006
437,50,12/28/2006
262,13,12/28/2006
469,54,12/28/2006
209,7,12/28/2006
268,15,12/28/2006
493,75,12/28/2006
452,54,12/28/2006
493,27,12/29/2006
209,1,12/29/2006
493,11,12/29/2006
493,16,12/29/2006
209,39,12/29/2006
209,12,12/29/2006
493,100,12/29/2006
469,35,12/29/2006
282,36,12/29/2006
475,45,12/29/2006
469,5,12/29/2006
493,21,12/29/2006
282,35,12/29/2006
209,109,12/29/2006
209,4,12/29/2006
475,1,12/29/2006
475,26,12/29/2006
493,5,12/29/2006
499,11,12/29/2006
499,15,12/29/2006
445,2,12/29/2006
493,5,12/29/2006
493,41,1/2/2007
475,47,1/2/2007
493,44,1/2/2007
116,78,1/2/2007
116,74,1/2/2007
475,49,1/2/2007
493,50,1/2/2007
262,205,1/2/2007
268,48,1/2/2007
493,53,1/2/2007
475,45,1/2/2007
493,103,1/2/2007
445,47,1/2/2007
268,3,1/2/2007
493,30,1/2/2007
430,17,1/2/2007
145,35,1/2/2007
140,7,1/2/2007
430,18,1/2/2007
437,52,1/2/2007
116,31,1/2/2007
469,54,1/2/2007
493,57,1/2/2007
445,63,1/2/2007
209,147,1/2/2007
513,56,1/2/2007
469,55,1/2/2007
282,79,1/2/2007
493,54,1/2/2007
437,43,1/2/2007
475,58,1/2/2007
262,60,1/2/2007
475,49,1/2/2007
282,19,1/2/2007
209,30,1/2/2007
116,23,1/2/2007
268,23,1/2/2007
209,99,1/2/2007
116,1,1/2/2007
116,23,1/2/2007
209,60,1/2/2007
445,81,1/2/2007
282,35,1/2/2007
409,36,1/2/2007
282,49,1/2/2007
116,1,1/2/2007
268,2,1/2/2007
116,37,1/2/2007
445,61,1/2/2007
116,8,1/2/2007
116,2,1/2/2007
469,49,1/2/2007
282,51,1/2/2007
493,60,1/2/2007
437,60,1/2/2007
116,19,1/3/2007
469,89,1/3/2007
493,62,1/3/2007
116,1,1/3/2007
282,54,1/3/2007
513,50,1/3/2007
452,22,1/3/2007
452,50,1/3/2007
140,8,1/3/2007
79,35,1/3/2007
116,2,1/3/2007
445,62,1/3/2007
437,26,1/3/2007
437,30,1/3/2007
282,50,1/3/2007
116,1,1/3/2007
437,39,1/3/2007
282,55,1/3/2007
452,50,1/3/2007
209,12,1/3/2007
116,90,1/3/2007
116,8,1/3/2007
452,53,1/3/2007
493,50,1/3/2007
268,28,1/3/2007
445,82,1/3/2007
493,47,1/3/2007
409,26,1/3/2007
140,30,1/3/2007
262,51,1/3/2007
513,25,1/3/2007
409,27,1/3/2007
493,58,1/3/2007
209,1,1/3/2007
282,52,1/3/2007
475,54,1/3/2007
140,53,1/3/2007
513,50,1/3/2007
469,55,1/3/2007
282,53,1/3/2007
493,52,1/3/2007
452,51,1/3/2007
445,54,1/3/2007
475,40,1/3/2007
262,52,1/3/2007
116,61,1/3/2007
493,50,1/3/2007
469,81,1/3/2007
209,1,1/3/2007
475,50,1/3/2007
445,50,1/3/2007
262,21,1/3/2007
493,18,1/3/2007
116,35,1/4/2007
262,25,1/4/2007
437,28,1/4/2007
452,51,1/4/2007
140,4,1/4/2007
